run_name,SA,SA_init,SA_update_factor,activations,elapsed_time_s,final_loss,fourier_features,initialization,iterations_per_sec,l2_relative_error,lr,lr_decay,mean_pde_residual,mlp_type,n_domain,n_fourier_features,n_hidden,n_iter,net_type,num_domain,pde_coefficient,rank,seed,sigma
fanciful-sweep-43,True,constant,-1,tanh,210.32215023040771,0.00030831628828309476,True,Glorot normal,380.3688765655927,0.0003895693774292456,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.002201491966843605,modified-mlp,22500,128,3,80000,SPINN,22500,0.001,32,2,10
expert-sweep-44,True,constant,-1,tanh,227.0482907295227,0.00019328572670929137,True,Glorot normal,352.3479509268895,0.0017599832836589931,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001669135526753962,modified-mlp,22500,128,3,80000,SPINN,22500,0.001,32,3,10
absurd-sweep-45,True,constant,-1,tanh,252.00003814697263,0.0001475412427680567,True,Glorot normal,317.46026940417374,0.0008651562050183701,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001514111179858446,modified-mlp,22500,128,3,80000,SPINN,22500,0.001,64,0,10
snowy-sweep-46,True,constant,-1,tanh,248.7883279323578,0.0001681106077739969,True,Glorot normal,321.55849378010583,0.003988085141523545,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0038811019621789455,modified-mlp,22500,128,3,80000,SPINN,22500,0.001,64,1,10
fragrant-sweep-47,True,constant,-1,tanh,229.59425973892212,0.00021305867994669825,True,Glorot normal,348.4407671645196,0.001654597157932215,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.002190296771004796,modified-mlp,22500,128,3,80000,SPINN,22500,0.001,64,2,10
electric-sweep-48,True,constant,-1,tanh,273.80389857292175,8.625433838460594e-05,True,Glorot normal,292.1799156877006,0.0030002003948989817,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0019998822826892138,modified-mlp,22500,128,3,80000,SPINN,22500,0.001,64,3,10
copper-sweep-49,True,constant,-1,tanh,260.37995171546936,0.00028447972727008164,True,Glorot normal,307.24331682579054,0.0006535065982810986,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0016262884018942714,modified-mlp,40000,64,3,80000,SPINN,22500,0.001,32,0,10
giddy-sweep-50,True,constant,-1,tanh,289.197384595871,0.00019401653844397515,True,Glorot normal,276.627674595997,0.0008793525635429768,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0013900460908189416,modified-mlp,40000,64,3,80000,SPINN,22500,0.001,32,1,10
smooth-sweep-51,True,constant,-1,tanh,252.77490162849423,0.00037721244734711945,True,Glorot normal,316.48711752868877,0.0002568614405859369,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0013648283202201128,modified-mlp,40000,64,3,80000,SPINN,22500,0.001,32,2,10
jumping-sweep-52,True,constant,-1,tanh,232.46747827529907,0.0001299409486819059,True,Glorot normal,344.1341584359606,0.0003625575966639654,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0009883969323709607,modified-mlp,40000,64,3,80000,SPINN,22500,0.001,32,3,10
still-sweep-53,True,constant,-1,tanh,254.4804100990295,0.00018643999646883455,True,Glorot normal,314.3660447924792,0.0016617968041506264,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0020710178650915623,modified-mlp,40000,64,3,80000,SPINN,22500,0.001,64,0,10
peachy-sweep-54,True,constant,-1,tanh,225.2964143753052,0.0001387635275023058,True,Glorot normal,355.087763921239,0.000960187232653786,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0014999716076999905,modified-mlp,40000,64,3,80000,SPINN,22500,0.001,64,1,10
unique-sweep-55,True,constant,-1,tanh,275.5403127670288,0.00018767772417049855,True,Glorot normal,290.3386411832977,0.0005566788298951087,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0013168036239221692,modified-mlp,40000,64,3,80000,SPINN,22500,0.001,64,2,10
solar-sweep-56,True,constant,-1,tanh,218.35930252075195,9.726135613163932e-05,True,Glorot normal,366.3686368131586,0.0007616582329326914,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001433473196811974,modified-mlp,40000,64,3,80000,SPINN,22500,0.001,64,3,10
charmed-sweep-57,True,constant,-1,tanh,220.83180618286133,0.0002224399213446304,True,Glorot normal,362.2666561616375,0.002118091483809298,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0021211227867752314,modified-mlp,40000,128,3,80000,SPINN,22500,0.001,32,0,10
fiery-sweep-58,True,constant,-1,tanh,302.0817210674286,0.00013396069698501378,True,Glorot normal,264.82899964060704,0.0006906318250577931,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0014581670984625816,modified-mlp,40000,128,3,80000,SPINN,22500,0.001,32,1,10
zesty-sweep-59,True,constant,-1,tanh,234.48942732810977,0.00030831628828309476,True,Glorot normal,341.1667677795121,0.0003895693774292456,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.002201491966843605,modified-mlp,40000,128,3,80000,SPINN,22500,0.001,32,2,10
divine-sweep-60,True,constant,-1,tanh,261.83248257637024,0.00019328572670929137,True,Glorot normal,305.5388667319607,0.0017599832836589931,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001669135526753962,modified-mlp,40000,128,3,80000,SPINN,22500,0.001,32,3,10
fiery-sweep-61,True,constant,-1,tanh,308.5903379917145,0.0001475412427680567,True,Glorot normal,259.24337268831783,0.0008651562050183701,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.001514111179858446,modified-mlp,40000,128,3,80000,SPINN,22500,0.001,64,0,10
crimson-sweep-62,True,constant,-1,tanh,285.0081582069397,0.0001681106077739969,True,Glorot normal,280.69371944754414,0.003988085141523545,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0038811019621789455,modified-mlp,40000,128,3,80000,SPINN,22500,0.001,64,1,10
daily-sweep-63,True,constant,-1,tanh,278.60977816581726,0.00021305867994669825,True,Glorot normal,287.1399579966904,0.001654597157932215,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.002190296771004796,modified-mlp,40000,128,3,80000,SPINN,22500,0.001,64,2,10
zesty-sweep-64,True,constant,-1,tanh,294.1342206001282,8.625433838460594e-05,True,Glorot normal,271.98467365264173,0.0030002003948989817,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0019998822826892138,modified-mlp,40000,128,3,80000,SPINN,22500,0.001,64,3,10
crimson-sweep-129,True,constant,-1,sin,301.52921962738037,0.0016272542998194697,True,Glorot normal,265.31425411726696,0.004325484406833186,1e-05,"['warmup cosine', 0.001, 1000, 80000, 1e-05]",0.0018689645221456883,mlp,22500,64,3,80000,SPINN,22500,0.001,32,0,10
