# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.782586181640625000e+03 2.607745971679687500e+02 3.527006265358068049e-05 3.231893920898437500e+01 2.727103710640221834e-04 1.782586181640625000e+03 2.607745971679687500e+02 3.527006265358068049e-05 3.231893920898437500e+01 2.727103710640221834e-04 1.134288787841796875e+00
2.000000000000000000e+02 1.652015625000000000e+03 2.151858520507812500e+02 1.620404005050659180e+00 9.640318870544433594e+00 8.340819358825683594e+00 1.652015625000000000e+03 2.151858520507812500e+02 1.620404005050659180e+00 9.640318870544433594e+00 8.340819358825683594e+00 1.128871679306030273e+00
4.000000000000000000e+02 4.016658630371093750e+02 8.969977569580078125e+01 1.579975414276123047e+01 5.202583312988281250e+00 9.774511337280273438e+00 4.016658630371093750e+02 8.969977569580078125e+01 1.579975414276123047e+01 5.202583312988281250e+00 9.774511337280273438e+00 6.686823964118957520e-01
6.000000000000000000e+02 3.609939270019531250e+02 7.924327087402343750e+01 9.504344940185546875e+00 2.782363414764404297e+00 5.039491653442382812e+00 3.609939270019531250e+02 7.924327087402343750e+01 9.504344940185546875e+00 2.782363414764404297e+00 5.039491653442382812e+00 6.308146119117736816e-01
8.000000000000000000e+02 2.705576782226562500e+02 2.010176658630371094e+01 5.833909511566162109e+00 4.407626152038574219e+00 7.388142585754394531e+00 2.705576782226562500e+02 2.010176658630371094e+01 5.833909511566162109e+00 4.407626152038574219e+00 7.388142585754394531e+00 6.927076578140258789e-01
1.000000000000000000e+03 2.613845062255859375e+01 1.254175186157226562e+01 1.834371924400329590e+00 2.079883098602294922e+00 4.788084030151367188e+00 2.613845062255859375e+01 1.254175186157226562e+01 1.834371924400329590e+00 2.079883098602294922e+00 4.788084030151367188e+00 4.729591906070709229e-01
1.200000000000000000e+03 6.562837123870849609e+00 1.891974687576293945e+00 9.448337554931640625e-01 7.693159580230712891e-01 1.040625810623168945e+00 6.562837123870849609e+00 1.891974687576293945e+00 9.448337554931640625e-01 7.693159580230712891e-01 1.040625810623168945e+00 2.332776039838790894e-01
1.400000000000000000e+03 4.865526199340820312e+00 1.091923117637634277e+00 4.599159955978393555e-01 3.277897238731384277e-01 6.309901475906372070e-01 4.865526199340820312e+00 1.091923117637634277e+00 4.599159955978393555e-01 3.277897238731384277e-01 6.309901475906372070e-01 1.728932261466979980e-01
1.600000000000000000e+03 3.731045961380004883e+00 6.338636875152587891e-01 2.157922089099884033e-01 2.309303283691406250e-01 3.939499258995056152e-01 3.731045961380004883e+00 6.338636875152587891e-01 2.157922089099884033e-01 2.309303283691406250e-01 3.939499258995056152e-01 1.395301967859268188e-01
1.800000000000000000e+03 2.789299964904785156e+00 4.431380033493041992e-01 1.903207302093505859e-01 1.933278143405914307e-01 2.224324196577072144e-01 2.789299964904785156e+00 4.431380033493041992e-01 1.903207302093505859e-01 1.933278143405914307e-01 2.224324196577072144e-01 1.116964146494865417e-01
