# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.783146606445312500e+03 2.617485656738281250e+02 2.113440132234245539e-04 3.230008697509765625e+01 4.518221830949187279e-04 1.780638916015625000e+03 2.614782409667968750e+02 2.151622175006195903e-04 3.279455184936523438e+01 4.531712038442492485e-04 1.134640812873840332e+00
2.000000000000000000e+02 1.418901733398437500e+03 1.896304321289062500e+02 4.730137288570404053e-01 8.776670455932617188e+00 1.324120521545410156e+01 1.419812988281250000e+03 1.891800537109375000e+02 4.751424193382263184e-01 8.759765625000000000e+00 1.271436786651611328e+01 1.151267766952514648e+00
4.000000000000000000e+02 3.921860961914062500e+02 8.653811645507812500e+01 1.612028884887695312e+01 4.597840309143066406e+00 8.540832519531250000e+00 3.698616333007812500e+02 8.115239715576171875e+01 1.629869461059570312e+01 4.262538909912109375e+00 8.196098327636718750e+00 6.344945430755615234e-01
6.000000000000000000e+02 3.366494140625000000e+02 6.819577026367187500e+01 6.966926574707031250e+00 2.933563232421875000e+00 6.105622768402099609e+00 3.154138793945312500e+02 6.331460571289062500e+01 6.432817459106445312e+00 2.782678127288818359e+00 5.920171260833740234e+00 6.445546746253967285e-01
8.000000000000000000e+02 4.596617889404296875e+01 7.926900863647460938e+00 3.249752998352050781e+00 3.668192386627197266e+00 4.857459068298339844e+00 4.145744705200195312e+01 7.138655185699462891e+00 3.147080659866333008e+00 3.535138845443725586e+00 4.800454616546630859e+00 5.336657166481018066e-01
1.000000000000000000e+03 7.359868049621582031e+00 2.096096515655517578e+00 9.647617936134338379e-01 1.077480792999267578e+00 3.902418017387390137e-01 6.143657684326171875e+00 1.861415147781372070e+00 8.357614278793334961e-01 9.942990541458129883e-01 3.782731890678405762e-01 2.028915137052536011e-01
1.200000000000000000e+03 4.719121932983398438e+00 7.668383717536926270e-01 3.808204531669616699e-01 3.623482584953308105e-01 1.655954122543334961e-01 3.892199993133544922e+00 6.669142842292785645e-01 3.215786814689636230e-01 3.266817331314086914e-01 1.544270217418670654e-01 1.187607571482658386e-01
1.400000000000000000e+03 3.147098541259765625e+00 3.346893191337585449e-01 2.561061382293701172e-01 2.448533177375793457e-01 9.699311852455139160e-02 2.555143356323242188e+00 2.925429344177246094e-01 2.217604219913482666e-01 2.218133807182312012e-01 8.875165879726409912e-02 8.988007158041000366e-02
1.600000000000000000e+03 1.821101307868957520e+00 1.944204270839691162e-01 1.509170979261398315e-01 1.726737320423126221e-01 6.376894563436508179e-02 1.409638285636901855e+00 1.717506647109985352e-01 1.271261572837829590e-01 1.536190062761306763e-01 5.986475944519042969e-02 7.097546011209487915e-02
1.800000000000000000e+03 1.133729219436645508e+00 1.155809164047241211e-01 8.584704995155334473e-02 1.253979206085205078e-01 4.112297669053077698e-02 8.636389970779418945e-01 9.981605410575866699e-02 6.842264533042907715e-02 1.093473508954048157e-01 3.836802393198013306e-02 5.875664949417114258e-02
2.000000000000000000e+03 8.730322122573852539e-01 7.995125651359558105e-02 6.365367025136947632e-02 9.801153838634490967e-02 2.915488183498382568e-02 6.665530800819396973e-01 6.820368766784667969e-02 5.310352146625518799e-02 8.557520806789398193e-02 2.727561630308628082e-02 5.109721049666404724e-02
2.200000000000000000e+03 7.149893045425415039e-01 6.623230129480361938e-02 5.076926574110984802e-02 8.038739860057830811e-02 2.449332736432552338e-02 5.494331121444702148e-01 5.830930918455123901e-02 4.300823062658309937e-02 6.989125907421112061e-02 2.333744801580905914e-02 4.658280313014984131e-02
2.400000000000000000e+03 5.967693328857421875e-01 8.495949953794479370e-02 4.752784967422485352e-02 6.491141766309738159e-02 2.075346000492572784e-02 4.494355916976928711e-01 7.269603013992309570e-02 4.274831339716911316e-02 5.666642263531684875e-02 1.973597705364227295e-02 4.162121191620826721e-02
2.600000000000000000e+03 4.929935336112976074e-01 5.775454640388488770e-02 4.199015349149703979e-02 5.244303494691848755e-02 1.635322719812393188e-02 3.692969381809234619e-01 4.993053525686264038e-02 3.693028911948204041e-02 4.531655833125114441e-02 1.548039726912975311e-02 3.754824027419090271e-02
2.800000000000000000e+03 4.081735014915466309e-01 4.188745096325874329e-02 3.830978646874427795e-02 4.425898194313049316e-02 1.373123563826084137e-02 3.050619363784790039e-01 3.729651868343353271e-02 3.392361849546432495e-02 3.840471804141998291e-02 1.308895833790302277e-02 3.419343754649162292e-02
3.000000000000000000e+03 3.404486775398254395e-01 4.711771756410598755e-02 3.635681048035621643e-02 3.689616173505783081e-02 1.124556642025709152e-02 2.493889182806015015e-01 4.139496013522148132e-02 3.168017417192459106e-02 3.179708868265151978e-02 1.075256615877151489e-02 3.091789968311786652e-02
