# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.786749511718750000e+03 2.580084228515625000e+02 3.554213093593716621e-03 3.052818298339843750e+01 9.717549383640289307e-02 1.781080810546875000e+03 2.576502990722656250e+02 3.689155448228120804e-03 3.147151756286621094e+01 9.588527679443359375e-02 1.132981181144714355e+00
2.000000000000000000e+02 1.707742553710937500e+03 2.288790893554687500e+02 9.864511489868164062e-01 1.028998374938964844e+01 1.723968982696533203e+00 1.704942749023437500e+03 2.280638580322265625e+02 1.028101205825805664e+00 1.037221527099609375e+01 1.635624051094055176e+00 1.059081554412841797e+00
4.000000000000000000e+02 8.592789916992187500e+02 9.762149047851562500e+01 3.679576873779296875e+00 4.948079586029052734e+00 6.839949607849121094e+00 8.437197265625000000e+02 9.544364929199218750e+01 3.759782314300537109e+00 4.694499492645263672e+00 6.757955551147460938e+00 9.145925045013427734e-01
6.000000000000000000e+02 3.292208557128906250e+02 6.273849868774414062e+01 1.761198282241821289e+00 4.428577423095703125e+00 1.563486862182617188e+01 3.207902221679687500e+02 6.109306335449218750e+01 1.620035648345947266e+00 4.479683876037597656e+00 1.486603355407714844e+01 9.295509457588195801e-01
8.000000000000000000e+02 1.597176208496093750e+02 4.460886001586914062e+01 1.652678489685058594e+00 6.871568679809570312e+00 2.032547378540039062e+01 1.557647399902343750e+02 4.295749664306640625e+01 1.513141989707946777e+00 6.909017086029052734e+00 1.953773880004882812e+01 9.505646824836730957e-01
1.000000000000000000e+03 8.828746795654296875e+01 2.900477600097656250e+01 1.216212987899780273e+00 7.530428886413574219e+00 2.506479263305664062e+01 8.539823913574218750e+01 2.760408020019531250e+01 1.063742399215698242e+00 7.325383186340332031e+00 2.438730049133300781e+01 9.876824617385864258e-01
1.200000000000000000e+03 4.368577575683593750e+01 1.227211284637451172e+01 1.439239978790283203e+00 7.778862953186035156e+00 2.815123367309570312e+01 4.209352111816406250e+01 1.131498241424560547e+01 1.217776298522949219e+00 7.304059982299804688e+00 2.736717033386230469e+01 1.010316133499145508e+00
1.400000000000000000e+03 2.509283447265625000e+01 5.926435470581054688e+00 1.467817068099975586e+00 6.949932098388671875e+00 2.774536514282226562e+01 2.421489524841308594e+01 5.355854034423828125e+00 1.206026077270507812e+00 6.468676567077636719e+00 2.679090499877929688e+01 9.911453723907470703e-01
1.600000000000000000e+03 1.558836555480957031e+01 3.283258438110351562e+00 1.449470996856689453e+00 6.200884342193603516e+00 2.685501480102539062e+01 1.522333908081054688e+01 2.826020240783691406e+00 1.165619373321533203e+00 5.749038696289062500e+00 2.587012481689453125e+01 9.684597253799438477e-01
1.800000000000000000e+03 1.113199806213378906e+01 2.276670455932617188e+00 1.305042743682861328e+00 5.135964393615722656e+00 2.497615051269531250e+01 1.094159889221191406e+01 1.793222546577453613e+00 1.035516023635864258e+00 4.795300006866455078e+00 2.407098197937011719e+01 9.289938807487487793e-01
