# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.786749389648437500e+03 2.580084838867187500e+02 1.041705626994371414e-02 3.011206054687500000e+01 9.388756752014160156e-02 2.461027503013610840e-01 6.299735605716705322e-02 1.781080932617187500e+03 2.576503601074218750e+02 1.088672690093517303e-02 3.103567886352539062e+01 9.307171404361724854e-02 2.461027503013610840e-01 6.299735605716705322e-02 1.131706256336560745e+00
5.000000000000000000e+02 1.026968002319335938e+02 2.943715286254882812e+01 2.582387924194335938e+00 5.622210502624511719e+00 2.483277702331542969e+01 2.177742719650268555e-01 9.652300924062728882e-02 1.000734252929687500e+02 2.836204910278320312e+01 2.567261219024658203e+00 5.576266288757324219e+00 2.399891281127929688e+01 2.177742719650268555e-01 9.652300924062728882e-02 9.680477353579757249e-01
1.000000000000000000e+03 1.996503257751464844e+01 3.752034664154052734e+00 2.051740884780883789e+00 4.703792095184326172e+00 3.026868820190429688e+01 7.868627458810806274e-02 1.004803478717803955e-01 1.954023551940917969e+01 3.391649246215820312e+00 1.910148262977600098e+00 4.404629707336425781e+00 2.882559776306152344e+01 7.868627458810806274e-02 1.004803329706192017e-01 1.003748788994349050e+00
1.500000000000000000e+03 7.749823570251464844e+00 1.329938411712646484e+00 1.343095421791076660e+00 3.424362421035766602e+00 2.500852203369140625e+01 4.404221102595329285e-02 1.325592994689941406e-01 7.785598754882812500e+00 9.880601763725280762e-01 1.216289877891540527e+00 3.231322288513183594e+00 2.364620780944824219e+01 4.404221102595329285e-02 1.325593143701553345e-01 9.017438259363923514e-01
2.000000000000000000e+03 4.556784629821777344e+00 1.109537363052368164e+00 8.567708134651184082e-01 2.475269317626953125e+00 1.893819427490234375e+01 2.707433886826038361e-02 1.110040098428726196e-01 4.593112945556640625e+00 7.025511264801025391e-01 7.564641833305358887e-01 2.350791692733764648e+00 1.786306381225585938e+01 2.707434073090553284e-02 1.110040172934532166e-01 7.828764594827244405e-01
2.500000000000000000e+03 3.107665300369262695e+00 7.487471699714660645e-01 6.173256039619445801e-01 1.810527324676513672e+00 1.359094047546386719e+01 1.615841314196586609e-02 8.239042758941650391e-02 3.115902185440063477e+00 4.431322813034057617e-01 5.326437950134277344e-01 1.729689836502075195e+00 1.278953742980957031e+01 1.615841314196586609e-02 8.239042758941650391e-02 6.686430852913268774e-01
3.000000000000000000e+03 2.117605686187744141e+00 4.717780947685241699e-01 4.979835748672485352e-01 1.147932767868041992e+00 8.915857315063476562e+00 9.829776361584663391e-03 5.195172503590583801e-02 2.098282814025878906e+00 2.750158905982971191e-01 4.111752808094024658e-01 1.096597194671630859e+00 8.389207839965820312e+00 9.829774498939514160e-03 5.195173248648643494e-02 5.489444522486436329e-01
3.500000000000000000e+03 1.343608379364013672e+00 3.008714616298675537e-01 4.211795926094055176e-01 6.781789064407348633e-01 5.547812461853027344e+00 5.872560199350118637e-03 3.075939416885375977e-02 1.290566682815551758e+00 1.747506558895111084e-01 3.314015567302703857e-01 6.512188911437988281e-01 5.210310935974121094e+00 5.872560665011405945e-03 3.075939044356346130e-02 4.401507422109686707e-01
4.000000000000000000e+03 8.719791173934936523e-01 1.642492264509201050e-01 3.460289239883422852e-01 3.696359694004058838e-01 3.234807014465332031e+00 3.793545765802264214e-03 1.635306887328624725e-02 8.178873658180236816e-01 9.677058458328247070e-02 2.605713903903961182e-01 3.547678589820861816e-01 3.007704019546508789e+00 3.793547628447413445e-03 1.635306514799594879e-02 3.445058363137547541e-01
4.500000000000000000e+03 6.313533782958984375e-01 1.067767292261123657e-01 2.515114545822143555e-01 2.216902524232864380e-01 1.890524387359619141e+00 2.633862197399139404e-03 8.360097184777259827e-03 5.383055210113525391e-01 6.781698763370513916e-02 1.811217367649078369e-01 2.085816562175750732e-01 1.717917323112487793e+00 2.633861731737852097e-03 8.360098116099834442e-03 2.689701025102829712e-01
5.000000000000000000e+03 4.808115363121032715e-01 6.360388547182083130e-02 1.716801822185516357e-01 1.489677876234054565e-01 1.148926138877868652e+00 1.886964892037212849e-03 4.377136006951332092e-03 3.633865416049957275e-01 3.908605501055717468e-02 1.199610084295272827e-01 1.301487684249877930e-01 1.013411521911621094e+00 1.886964659206569195e-03 4.377136938273906708e-03 2.121263463378992853e-01
5.500000000000000000e+03 4.139622449874877930e-01 4.075907543301582336e-02 1.231193318963050842e-01 1.164299398660659790e-01 7.312507629394531250e-01 1.737274229526519775e-03 2.311199204996228218e-03 2.720427811145782471e-01 2.567095682024955750e-02 8.408588171005249023e-02 9.057181328535079956e-02 6.228119134902954102e-01 1.737274229526519775e-03 2.311201533302664757e-03 1.725055510876111475e-01
6.000000000000000000e+03 3.756604492664337158e-01 2.828736975789070129e-02 9.367606788873672485e-02 9.940371662378311157e-02 4.895080327987670898e-01 1.692286226898431778e-03 1.421402557753026485e-03 2.225995957851409912e-01 2.017066255211830139e-02 6.396932154893875122e-02 6.903147697448730469e-02 4.041830003261566162e-01 1.692286692559719086e-03 1.421402557753026485e-03 1.438355840775993599e-01
6.500000000000000000e+03 3.597688078880310059e-01 2.536201477050781250e-02 7.738474011421203613e-02 8.824864774942398071e-02 3.361970782279968262e-01 1.787572866305708885e-03 1.107978983782231808e-03 2.088204026222229004e-01 2.145304344594478607e-02 5.511327460408210754e-02 5.734744295477867126e-02 2.715758979320526123e-01 1.787574496120214462e-03 1.107977353967726231e-03 1.216376535218373495e-01
7.000000000000000000e+03 3.203766942024230957e-01 1.830923557281494141e-02 6.340260058641433716e-02 7.927061617374420166e-02 2.420744597911834717e-01 2.072630217298865318e-03 7.522747037000954151e-04 1.707140803337097168e-01 1.448958646506071091e-02 4.300650954246520996e-02 4.910203069448471069e-02 1.924083977937698364e-01 2.072630217298865318e-03 7.522742380388081074e-04 1.054664517050653838e-01
7.500000000000000000e+03 2.714814245700836182e-01 1.306456141173839569e-02 5.221902206540107727e-02 7.058063149452209473e-02 1.785590201616287231e-01 2.274732338264584541e-03 6.766250589862465858e-04 1.363844573497772217e-01 1.074545644223690033e-02 3.447297960519790649e-02 4.202815890312194824e-02 1.404114961624145508e-01 2.274731639772653580e-03 6.766259321011602879e-04 9.291590793327607345e-02
8.000000000000000000e+03 2.349528521299362183e-01 1.140006445348262787e-02 4.340778291225433350e-02 6.142179295420646667e-02 1.332024633884429932e-01 2.493136562407016754e-03 5.790323484688997269e-04 1.139904186129570007e-01 9.959613904356956482e-03 2.799655124545097351e-02 3.561051189899444580e-02 1.041655614972114563e-01 2.493136096745729446e-03 5.790317081846296787e-04 8.249153765370825786e-02
8.500000000000000000e+03 2.041500061750411987e-01 1.090797595679759979e-02 3.640219941735267639e-02 5.480012670159339905e-02 9.988669306039810181e-02 2.588672097772359848e-03 5.486388690769672394e-04 9.773022681474685669e-02 1.007829234004020691e-02 2.258065529167652130e-02 3.142163902521133423e-02 7.684212923049926758e-02 2.588672330603003502e-03 5.486371810548007488e-04 7.471085994004572628e-02
9.000000000000000000e+03 1.805549561977386475e-01 9.814159944653511047e-03 3.227739408612251282e-02 4.871098697185516357e-02 7.773333787918090820e-02 2.519095549359917641e-03 4.629054164979606867e-04 8.184750378131866455e-02 8.622409775853157043e-03 1.937293075025081635e-02 2.781640738248825073e-02 5.863435566425323486e-02 2.519096015021204948e-03 4.629045724868774414e-04 6.899133525362691199e-02
9.500000000000000000e+03 1.579983532428741455e-01 8.034296333789825439e-03 2.782864123582839966e-02 4.458636790513992310e-02 6.094515696167945862e-02 2.314523095265030861e-03 3.995255392510443926e-04 7.068558037281036377e-02 6.818741559982299805e-03 1.618942245841026306e-02 2.570198848843574524e-02 4.521470516920089722e-02 2.314526587724685669e-03 3.995242295786738396e-04 6.470808181604900677e-02
